SKU	Name	Category	Unit of Measure	Manufacturer	Brand	Manufacturer Code	Manufacturer Name	Vendor	Vendor Code	Vendor Name	Cold Chain	UPC	NDC
HV17	Saline flush syringe, 0.9% NACL, 10ml	MedEquip&Supplies_Patient_Care_&_Treatment	each	Becton Dickinson				Imres	45233	sodium chloride 0.9 %, 10 ml prefilled syringe (BD Posiflush)	FALSE	10011-1200	
VX29	Enamel Etch, Etch It, Enamel 10%, Refill, 4oz bottle	MedEquip&Supplies_Dental	each	American Dental Supply		G894-3					FALSE	1320099	
RX67	Pad, Combine ABD, Sterile, 5in x 9in	MedEquip&Supplies_Wound_Care	each	McKesson	Medi-Pak Performance Plus	16-4250		McKesson Medical	446057	Pad, Abd 5x9" Str Lf Perfm+ (1/pk 20pk/bx)	FALSE		
GP42	Pad, Combine ABD, Sterile, 8in x 10in	MedEquip&Supplies_Wound_Care	each	McKesson Brand	Medi-Pak Perfomance Plus	16-4254	ABD / Combine Pad Medi-Pak? Performance Plus Cellulose Tissue / NonWoven Outer Fabric 8 X 10 Inch Rectangle	McKesson Medical	446059	PAD, ABD 8X10" STR LF (1/PK 24PK/BX)	FALSE		
MA24	Sodium chloride 0.9%, Intravenous infusion, with additive port, 500mL bottle	Drugs_Affecting_Water_&_Electrolytes	each	Hospira		798303		McKesson Medical	208816	Sod Chl, Ivsol 0.9% 500ml (24/cs) Hospra	FALSE		00409-7983-03
HG25	Ketamine hydrochloride, 50mg/mL, 10mL vial	Drugs_Analgesic_&_Anesthesia	each	Rotexmedica				Imres	17898	ketamine (as hydrochloride) 50 mg/ml, 10 ml	FALSE		
ZU55	Tamoxifen, 20mg tablet	Drugs_Antineoplastic/Chemo	each	Sandoz				Angel		Tamoxifen 20mg Tablets	FALSE		
BU44	Holder, Tube, Nonstackable, Disposable	Lab_General_Supplies	each	Becton Dickinson	Vacutainer	364815		Fisher Scientific	22289953	HLDR ONE USE NOSTCKBL 1000/CS	FALSE		
MR47	Composite, Microhybrid, Syringe refill, Light cured, 4.5g	MedEquip&Supplies_Dental	each	Henry Schein, Inc., Natural Elegance		900-0995 A2		Henry Schein			FALSE		
CN53	Mirror, Mouth, Front surface, Stainless steel, Autoclavable, Cone socket (CS) #4	MedEquip&Supplies_Dental	each	Henry Schein, Inc.		1042350					FALSE	H658104235017	
RZ97	Nose cone, 1:1 straight, non-reduction, E-type	MedEquip&Supplies_Dental	each	Athena Champion		42002					FALSE		
YD18	Paper, Articulating, Progressive color transfer, Blue, with Dispenser, 100microns	MedEquip&Supplies_Dental	each	Bausch, Progress 100		BK51		Henry Schein	3847566EZ		FALSE	E210BK005109	
QC86	Suture, Polysorb (lactomer), 0, GS-25, Taper, Braided, Absorbable, 30in	MedEquip&Supplies_Surgical	each	Covidien		CL864		McKesson	219473		FALSE		
TM55	Suture, Polysorb (lactomer), 4-0, CV-15, Taper, Braided, Absorbable, 30in	MedEquip&Supplies_Surgical	each	Covidien		GL881		Covidien (Donation)	GL881		FALSE		
GF41	Suture, Polysorb (lactomer), 3-0, CV-15, Taper, Braided, Absorbable, 30in	MedEquip&Supplies_Surgical	each	Covidien		GL882		Covidien (Donation)	GL882		FALSE		
SS86	Suture, Polysorb (lactomer), 5-0, C-12, Reverse-cutting, Braided, Absorbable, 30in	MedEquip&Supplies_Surgical	each	Covidien		SL606		Covidien (Donation)	SL606		FALSE		
TQ12	Loading unit, for surgical bowel stapler, with titanium staples, Single-use, 3.8mm	MedEquip&Supplies_Surgical	each	Covidien		GIA8038L		Covidien (Donation)	GIA8038L		FALSE		
PD61	Stapler, Surgical, for bowel, Reloadable, 3.8mm	MedEquip&Supplies_Surgical	each	Covidien		GIA8038S		Covidien (Donation)	GIA8038S		FALSE		
DR19	Stapler, Surgical, Skin, Single-use, with 35 regular staples	MedEquip&Supplies_Surgical	each	Covidien		8886803512		Covidien (Donation)	8.89E+09		FALSE		
UN27	Suture, Vascufil (polybutester), 5-0, CV-11, Taper, Monofilament, Non-absorbable, 36in	MedEquip&Supplies_Surgical	each	Covidien		8886471121V		Covidien (Donation)	8886471121V		FALSE		
BV90	Suture, Vascufil 7-0 (polybutester), CV-1, Taper, Monofilament, Non-absorbable, 36in	MedEquip&Supplies_Surgical	each	Covidien		8886470401V		Covidien			FALSE		
YC12	Suture, Monosof (nylon), 1, GCC-90, Conventional cutting, Monofilament, Non-absorbable, 40in	MedEquip&Supplies_Surgical	each	Covidien		CN793		Covidien (Donation)	CN793		FALSE		
HQ36	Suture, Dermalon (nylon), 5-0, C-1, Reverse-cutting, Monofilament, Non-absorbable, 18in	MedEquip&Supplies_Surgical	each	Covidien		8886174121		Covidien (Donation)	8.89E+09		FALSE		
AU42	Suture, Dermalon (Nylon), 4-0, C-13, Reverse-cutting, Monofilament, Non-absorbable, 18in	MedEquip&Supplies_Surgical	each	Covidien		8886175631		Covidien (Donation)	8.89E+09		FALSE		
ZG16	Suture, Dermalon (nylon), 3-0, C-13, Reverse-cutting, Monofilament, Non-absorbable, 18in	MedEquip&Supplies_Surgical	each	Covidien		8886175641		Covidien (Donation)	8.89E+09		FALSE		
CT63	Suture, Dermalon, 2-0, C-15, Reverse-cutting, Monofilament, Non-absorbable, 18in	MedEquip&Supplies_Surgical	each	Covidien		8886174451		Covidien (Donation)	8.89E+09		FALSE		
CD61	Suture, Ticron (polyester coated), 0, GS-22, Taper, Braided, Non-absorbable, 30in	MedEquip&Supplies_Surgical	each	Covidien		8886309361		Covidien (Donation)	8.89E+09		FALSE		
EX11	Suture, Ticron (polyester coated), 4-0, CV-301, Taper, Braided, Non-absorbable, 30in	MedEquip&Supplies_Surgical	each	Covidien		8886328031		Covidien (Donation)	8.89E+09		FALSE		
GJ55	Suture, Ticron (polyester coated), 3-0, CV-301, Taper, Braided, Non-absorbable, 30in	MedEquip&Supplies_Surgical	each	Covidien		8886328041		Covidien (Donation)	8.89E+09		FALSE		
UG27	Suture, Sofsilk, 2-0, C-16, Reverse-cutting, Braided, Non-absorbable, 18in	MedEquip&Supplies_Surgical	each	Covidien		SS677		Covidien (Donation)	SS677		FALSE		
JN98	Suture, Reel, Sofsilk, 0, No needle, Braided, Non-absorbable, 98in	MedEquip&Supplies_Surgical	each	Covidien		LS637		Covidien (Donation)	LS637		FALSE		
ME55	Suture, Reel, Sofsilk, 3-0, no needle, Braided, Non-absorbable, 98in	MedEquip&Supplies_Surgical	each	Covidien		LS639		Covidien (Donation)	LS639		FALSE		
BY45	Suture, Sofsilk, 3-0, CV-15, Taper, Braided, Non-absorbable, 30in	MedEquip&Supplies_Surgical	each	Covidien		VS882		Covidien (Donation)	VS882		FALSE		
SD18	Suture, Sofsilk, 4-0, CV-15, Taper, Braided, Non-absorbable, 30in	MedEquip&Supplies_Surgical	each	Covidien		VS881		Covidien (Donation)	VS881		FALSE		
QM12	Suture, Surgigut plain, 3-0, C-13, Reverse-cutting, Braided, Absorbable, 30in	MedEquip&Supplies_Surgical	each	Covidien		SG822		Covidien (Donation)	SG822		FALSE		
CV39	Suture, Chromic gut, 5-0, C-1, Reverse-cutting, Braided, Absorbable, 18in	MedEquip&Supplies_Surgical	each	Covidien		SG197		Covidien (Donation)	SG197		FALSE		
HY03	Suture, Chromic gut, 4-0, C-13, Reverse-cutting, Braided, Absorbable, 30in	MedEquip&Supplies_Surgical	each	Covidien		SG635		Covidien (Donation)	SG635		FALSE		
SN02	Suture, Chromic gut, 2-0, GS-24, Taper, Braided, Absorbable, 36in	MedEquip&Supplies_Surgical	each	Covidien		CG913		Covidien (Donation)	CG913		FALSE		
VC75	Suture, Biosyn (glycomer), 4-0, C-13 Reverse-cutting needle, Monofilament, Absorbable, 30in	MedEquip&Supplies_Surgical	each	Covidien		SM691		Covidien (Donation)	SM691		FALSE		
QP96	Suture, Biosyn (glycomer), 3-0, C-14 Reverse-cutting needle, Monofilament, Absorbable, 30in	MedEquip&Supplies_Surgical	each	Covidien		SM693		Covidien (Donation)	SM693		FALSE		
DN97	Suture, Maxon (polyglyconate), 1, GS-24, Taper, Monofilament, Absorbable, 30in	MedEquip&Supplies_Surgical	each	Covidien		8886628571		Covidien (Donation)	8.89E+09		FALSE		
QY10	Suture, Maxon (polyglyconate), 0, GS-24, Taper, Monofilament, Absorbable, 30in	MedEquip&Supplies_Surgical	each	Covidien		8886628561		Covidien (Donation)	8.89E+09		FALSE		
PQ37	Suture, Reel, Polysorb (lactomer), 3-0, No needle, Braided, Absorbable, 98in	MedEquip&Supplies_Surgical	each	Covidien		LL222		Covidien (Donation)	LL222		FALSE		
VF92	Suture, Reel, Polysorb (lactomer), 0, No needle, Braided, Absorbable, 60in	MedEquip&Supplies_Surgical	each	Covidien		LL114		Covidien (Donation)	LL114		FALSE		
GB76	Suture, Reel, Polysorb (Lactomer), 2-0, No needle, Braided, Absorbable, 98in	MedEquip&Supplies_Surgical	each	Covidien		LL223		Covidien (Donation)	LL223		FALSE		
JJ82	Gauze, Conforming, Sterile, 4.5in x 4yd (Kerlix)	MedEquip&Supplies_Wound_Care	each	Kendall Healthcare	Kerlix	MKN36548					FALSE		
HU44	Codeine phosphate, 0.5mg/mL, 100mL bottle	Drugs_Analgesic_&_Anesthesia	each	Natterman	Melrosum			Imres	35285	Codeine phosphate 2.5mg/5ml syrup, 100ml (melrosum extra strong)	FALSE		
KE05	Codeine phosphate, 30mg tablet	Drugs_Analgesic_&_Anesthesia	each	Sterop Overseas				Imres	13595	codeine phosphate 30 mg (narcotic drug, import license required)	FALSE		
KV27	Fentanyl, 25mcg/hour, Transdermal patch	Drugs_Analgesic_&_Anesthesia	each					Imres	49726	fentanyl 25 mcg/hr transdermal patch, 4.125 mg (narcotic drug, import license required)	FALSE		
GG13	Codeine phosphate, 15mg tablet	Drugs_Analgesic_&_Anesthesia	each	TEVA Hungary				Imres	13602	codeine phosphate 15 mg (narcotic drug, import license required)	FALSE		
YJ64	Phenobarbital, 50mg tablet	Drugs_Psychiatric_&_Antiepileptic	each					IDA	253400	Phenobarbital 50mg tab (pt)	FALSE		
UH31	Midazolam hydrochloride, 5mg/mL, 1mL ampoule	Drugs_Psychiatric_&_Antiepileptic	each	Roche				Imres	19195	midazolam hydrochloride 5 mg base/ml, 1 ml (Dormicum) (psychotropic drug, import license required)	FALSE		
QB21	Tramadol hydrochloride, 50mg capsule	Drugs_Analgesic_&_Anesthesia	each					Imres	34325	tramadol hydrochloride 50 mg (blister)	FALSE		
AM07	Forceps, Extracting, Mead, Lower 1st, 2nd and 3rd Molars, Universal, 5.75in	MedEquip&Supplies_Dental	each								FALSE		
QS65	Pliers, Dental cotton (College), 5.75in	MedEquip&Supplies_Dental	each	Alimed		98PLD1-8	PLIER, COLLEGE, 49, MILTEX, 5 3/4 IN	Alimed (Donation)	98PLD1-8	PLIER, COLLEGE, 49, MILTEX, 5 3/4 IN	FALSE		
FX39	Suture, Polysorb (lactomer), 3-0, C-14, Reverse-cutting, Braided, Absorbable, 30in	MedEquip&Supplies_Surgical	each	Covidien		SL694		Covidien (Donation)	SL694		FALSE		
ZB15	Suture, Polysorb (lactomer), 4-0, C-13, Reverse-cutting, Braided, Absorbable, 30in	MedEquip&Supplies_Surgical	each	Covidien		SL691		Covidien (Donation)	SL691		FALSE		
FU12	Suture, Plain gut, 5-0, C-1, Reverse-cutting, Absorbable, 18in	MedEquip&Supplies_Surgical	each	Covidien		CG172		Covidien (Donation)	CG172		FALSE		
DX34	Suture, Surgipro II (polypropylene), 7-0, KV-1, Tapercut, Monofilament, Non-absorbable, 18in	MedEquip&Supplies_Surgical	each	Covidien		VP721X		Covidien (Donation)	VP721X		FALSE		
XJ13	Acetazolamide, 250mg tablet	Drugs_Psychiatric_&_Antiepileptic	each	Micro Labs				Imres	10031	acetazolamide 250 mg	FALSE		
HJ92	Acetylcysteine, 200mg/mL, 10mL ampoule	Drugs_Respiratory_&_Antihistamine	each	Aurum				Imres	10069	acetylcysteine 200 mg/ml, 10 ml	FALSE		
CH56	Acetylsalicylic acid, 100mg tablet	Drugs_Analgesic_&_Anesthesia	each	Nanjing Baijingyu Pharmaceuticals				Imres	10892	acetylsalicylic acid 100 mg	FALSE		
PJ94	Aciclovir, 200mg tablet	Drugs_Antiviral	each	Medopharm				Imres	34772	acyclovir 200 mg (blister)	FALSE		
TU70	Adenosine, 3mg/mL, 2mL ampoule	Drugs_Cardiovascular	each	Famar SP				Imres	10128	adenosine 3 mg/ml, 2 ml (Adenocor)	FALSE		
ZK12	Adrenaline, 100mcg/mL, 10mL prefilled syringe	Drugs_Autonomic_Nervous_System	each	I.M.S.				Imres	10142	adrenaline 0.1 mg/ml, 10 ml prefilled syringe (Min-I-Jet)	FALSE		
SP73	Adrenaline, 1mg/mL, 1mL ampoule	Drugs_Autonomic_Nervous_System	each	Laboratorio Sanderson				Imres	10136	adrenaline (epinephrine) 1 mg/ml, 1 ml	FALSE		
EM77	Albendazole, 200mg chewable flavored tablet	Drugs_Anthelmintics_&_Antiparasitics	each	CSPC Pharmaceutical Group				Imres	10273	albendazole 200 mg chewable flavoured	FALSE		
HQ34	Albendazole, Oral suspension, 40mg/mL, 10mL bottle	Drugs_Anthelmintics_&_Antiparasitics	each	Agio Pharmaceuticals Limited				Imres	30521	albendazole 200 mg/5 ml oral suspension, 10 ml	FALSE		
DT28	Amiodarone hydrochloride, 50mg/mL, 3mL vial	Drugs_Cardiovascular	each	Hikma				Imres	41885	amiodarone hydrochloride 50 mg/ml, 3 ml	FALSE		
PY42	Amitriptyline hydrochloride, 25mg coated tablet	Drugs_Psychiatric_&_Antiepileptic	each	Holden Medical				Imres	10571	amitriptyline hydrochloride 25 mg f/c	FALSE		
HT89	Amlodipine besylate, 5mg tablet	Drugs_Cardiovascular	each	Holden Medical				Imres	30962	amlodipine besylate 5 mg base	FALSE		
SU61	Amoxicillin, Powder for suspension, 25mg/mL, 100mL bottle	Drugs_Antibiotic	each	Reyoung Pharmaceuticals				Imres	10635	amoxicillin 125 mg/5 ml powder for suspension, 100 ml	FALSE		
XT64	Amoxicillin, 50mg/mL (250mg/5mL), Powder for oral suspension, 100mL bottle	Drugs_Antibiotic	each	Reyoung Pharmaceuticals				Imres	10636	amoxicillin 250 mg/5 ml powder for suspension, 100 ml	FALSE		
ZF67	Amoxicillin, 500mg tablet	Drugs_Antibiotic	each	Reyoung Pharmaceuticals				Imres	10654	amoxicillin 500 mg (blister)	FALSE		
UH08	Amphotericin B, Powder for injection, 50mg vial	Drugs_Antifungal	each	Bharat				Imres	34627	amphotericin B 50 mg for injection (keep cool 2-8?C)	TRUE		
GU65	Ampicillin, Powder for injection, 1g vial	Drugs_Antibiotic	each	CSPC Pharmaceutical Group				Imres	10744	ampicillin 1 g	FALSE		
DD95	Anti-haemorrhoid ointment, 30g tube	Drugs_Dermatology	each	Galentic				Imres	10820	anti-haemorrhoid ointment, 30 g	FALSE		
NP66	Atenolol, 50mg tablet	Drugs_Autonomic_Nervous_System	each	Holden Medical				Imres	10996	atenolol 50 mg	FALSE		
KA10	Atropine sulphate, 1mg/mL, 1mL ampoule	Drugs_Autonomic_Nervous_System	each	Laboratorio Sanderson				Imres	11028	atropine sulphate 1 mg/ml, 1 ml	FALSE		
EJ07	Atropine sulphate, Eye drops, 1%, 10mL bottle	Drugs_Ophthalmic	each	BDH Industries				Imres	11015	atropine sulphate 1 % eye-drops, 10 ml	FALSE		
JU31	Beclomethasone, 50mcg/dose, 200 dose inhaler	Drugs_Respiratory_&_Antihistamine	each	Aldo-Union				Imres	11342	beclomethasone dipropionate 0.05 mg/dose inhaler, 200 doses	FALSE		
YY11	Bisacodyl, 5mg, enteric coated tablet	Drugs_Gastrointestinal	each	Psychotropics India				Imres	11619	bisacodyl 5 mg e/c (blister)	FALSE		
QK92	Bupivacaine hydrochloride, 0.5%, 20mL vial	Drugs_Analgesic_&_Anesthesia	each	Claris				Imres	12139	bupivacaine hydrochloride 0.5 %, 20 ml	FALSE		
FV17	Caffeine citrate, 20mg/mL for injection/oral solution, 1mL ampoule	Drugs_Respiratory_&_Antihistamine	each	Chiesi Pharmaceuticals BV				Imres	50067	caffeine citrate 20 mg/ml base, 1 ml, for infusion/oral solution (Peyona)	FALSE		
TN96	Captopril, 25mg tablet	Drugs_Cardiovascular	each	Holden Medical				Imres	12363	captopril 25 mg	FALSE		
HQ22	Carbamazepine, Suspension, 20mg/mL, 150mL bottle	Drugs_Psychiatric_&_Antiepileptic	each	Novartis				Imres	12377	carbamazepine 100 mg/5 ml oral suspension, 150 ml (Tegretol)	FALSE		
XN53	Carbamazepine, 200mg film coated tablet	Drugs_Psychiatric_&_Antiepileptic	each	Medopharm				Imres	12382	carbamazepine 200 mg (blister)	FALSE		
RY06	Carbidopa 25mg + Levodopa 250mg tablet	Drugs_NSAIDs_&_Other_Central_Nervous_System	each	Medochemie				Imres	18159	levodopa 250 mg/carbidopa 25 mg	FALSE		
QM56	Carvedilol, 12.5mg tablet	Drugs_Cardiovascular	each	Mepro Pharmaceuticals				Imres	36075	carvedilol 12.5 mg	FALSE		
ZQ31	Cephalexin, 25mg/mL suspension, 100mL bottle	Drugs_Antibiotic	each	Sandoz				Imres	12804	cephalexin 125 mg/5 ml suspension, 100 ml	FALSE		
CG87	Cefazolin, Powder for injection, 1g vial	Drugs_Antibiotic	each	Rotexmedica				Imres	12849	cephazoline 1 g	FALSE		
BA37	Cefixime, 400mg film coated tablet	Drugs_Antibiotic	each	Alkem				Imres	49442	cefixime 400 mg f/c (blister) (HM Generics)	FALSE		
SA96	Ceftriaxone, Powder for injection, 250mg vial	Drugs_Antibiotic	each	CSPC Pharmaceutical Group				Imres	12743	ceftriaxone 250 mg	FALSE		
BC56	Charcoal, Activated, 50g, Powder for suspension, 400mL bottle	Drugs_Antidotes_&_Emetics	each	Norit	Carbomix			Imres	35792	charcoal, activated, 50 g powder for suspension, 400 ml (Carbomix)	FALSE		
HE94	Chloramphenicol, Eye ointment, 1%, 5g tube	Drugs_Ophthalmic	each	Galentic				Imres	13012	chloramphenicol 1 % eye-ointment, 5 g	FALSE		
MM25	Chloramphenicol, 25mg/mL oral suspension, 100mL bottle	Drugs_Antibiotic	each	Psychotropics India				Imres	12980	chloramphenicol 125 mg/5 ml suspension, 100 ml	FALSE		
KF03	Chloramphenicol, 250mg capsule	Drugs_Antibiotic	each	Nanjing Baijingyu Pharmaceuticals				Imres	12993	chloramphenicol 250 mg	FALSE		
YF48	Chloramphenicol sodium succinate, 1g (base) powder for injection	Drugs_Antibiotic	each	Reyoung Pharmaceuticals				Imres	13017	chloramphenicol sodium succinate 1 g base	FALSE		
DP16	Chloroquine phosphate, 242mg (150mg base) tablet	Drugs_Antimalarial	each	Medopharm				Imres	51045	chloroquine phosphate 242 mg (150 mg base) BP	FALSE		
FH39	Chlorpromazine hydrochloride, 25mg coated tablet	Drugs_Psychiatric_&_Antiepileptic	each	Holden Medical				Imres	13203	chlorpromazine hydrochloride 25 mg coated	FALSE		
SN45	Cimetidine, 100mg/mL, 2mL ampoule	Drugs_Gastrointestinal	each	Sterop Group				Imres	13275	cimetidine 100 mg/ml, 2 ml	FALSE		
YZ58	Clarithromycin, 500mg tablet	Drugs_Antibiotic	each	Cipla				Imres	31046	clarithromycin 500 mg f/c (blister)	FALSE		
SJ98	Clindamycin hydrochloride, 150mg capsule	Drugs_Antibiotic	each	Eskayef				Imres	32274	clindamycin hydrochloride 150 mg (blister)	FALSE		
AU86	Clindamycin phosphate, 150mg/mL, 4mL ampoule	Drugs_Antibiotic	each	Labesfal				Imres	32300	clindamycin phosphate 150 mg base/ml, 4 ml	FALSE		
YZ76	Clopidogrel, 75mg film coated tablet	Drugs_Hematologic	each	Actavis Iceland				Imres	43974	clopidogrel hydrochloride 75 mg f/c (blister)	FALSE		
ZN52	Clotrimazole, Cream, 1%, 20g tube	Drugs_Antifungal	each	Mepro Pharmaceuticals				Imres	13525	clotrimazole 1 % cream, 20 g	FALSE		
ZB53	Clotrimazole, with applicator, 500mg vaginal tablet	Drugs_Antifungal	each	Holden Medical				Imres	42564	clotrimazole 500 mg vaginal tablet (blister 10 x 10, with 10 applicators)	FALSE		
BP82	Cloxacillin, powder for oral solution, 25mg/mL, 100mL bottle	Drugs_Antibiotic	each	Alkem				Imres	13538	cloxacillin 125 mg/5 ml powder for oral solution, 100 ml	FALSE		
DE10	Cloxacillin, 500mg capsule	Drugs_Antibiotic	each	Medopharm				Imres	13546	cloxacillin 500 mg	FALSE		
VT50	Co-trimoxazole, Powder for suspension, 240mg/5mL, 100mL bottle	Drugs_Antibiotic	each	Agio Pharmaceuticals Limited				Imres	13762	co-trimoxazole 240 mg/5 ml suspension, 100 ml	FALSE		
ZA76	Co-trimoxazole 800/160mg tablet	Drugs_Antibiotic	each	Guilin Pharmaceuticals				Imres	13791	co-trimoxazole 800/160 mg	FALSE		
VZ14	Co-trimoxazole, 480mg/5mL, 5mL ampoule	Drugs_Antibiotic	each	Roche				Imres	49777	co-trimoxazole 96 mg/ml, 5 ml (Bactrim, Cotrim)	FALSE		
CP79	Dexamethasone sodium phosphate, Eye drops, 0.1%, 5mL bottle	Drugs_Ophthalmic	each	BDH Industries				Imres	14210	dexamethasone sodium phosphate 0.1 % eye-drops, 5 ml	FALSE		
PR20	Dexamethasone sodium phosphate, 4mg/mL, 1mL ampoule	Drugs_Hormones_&_Hormone_Antagonists	each	CSPC Pharmaceutical Group				Imres	14217	dexamethasone sodium phosphate 4 mg/ml, 1 ml	FALSE		
VM09	Dextrose 5%, Intravenous infusion, 500mL bottle	Drugs_Affecting_Water_&_Electrolytes	each	Claris				Imres	14285	dextrose 5 % intravenous infusion, 500 ml (nipple head)	FALSE		
HA07	Dextrose in water, 50%, 50mL vial	Drugs_Affecting_Water_&_Electrolytes	each	Braun				Imres	14293	dextrose 50 % in water, 50 ml	FALSE		
GS93	Digoxin, 250mcg tablet	Drugs_Cardiovascular	each	Holden Medical				Imres	14503	digoxin 0.25 mg	FALSE		
YY23	Diphenhydramine hydrochloride, 25mg tablet	Drugs_Respiratory_&_Antihistamine	each	Wraftonlab UK				Imres	14645	diphenhydramine hydrochloride 25 mg (blister) (Nytol)	FALSE		
FA02	Docusate sodium, 50mg tablet	Drugs_Gastrointestinal	each	AJC Pharma				Imres	14616	docusate sodium 50 mg (blister) (Jamylene)	FALSE		
UU58	Dopamine hydrochloride, 40mg/mL, 5mL ampoule	Drugs_Autonomic_Nervous_System	each	Laboratorio Sanderson				Imres	14847	dopamine hydrochloride 40 mg/ml, 5 ml	FALSE		
PT61	Enalapril maleate, 5mg tablet	Drugs_Cardiovascular	each	Psychotropics India				Imres	15189	enalapril maleate 5 mg (blister)	FALSE		
GP71	Ephedrine hydrochloride, 30mg/mL, 1mL ampoule	Drugs_Autonomic_Nervous_System	each	Aguettant				Imres	15231	ephedrine hydrochloride 30 mg/ml, 1 ml	FALSE		
RZ46	Erythromycin, Powder for suspension, 25mg/mL, 100mL bottle	Drugs_Antibiotic	each	BDH Industries				Imres	33117	erythromycin estolate 125 mg base/5 ml powder for suspension, 100 ml	FALSE		
ZV56	Etomidate, 2mg/mL, 10mL ampoule	Drugs_Analgesic_&_Anesthesia	each	Janssen-Cilag				Imres	15492	etomidate 2 mg/ml, 10 ml (Hypnomidate)	FALSE		
